,Gene,Chr,Pos,Strand,DistanceTSS,Strength,Condition
31,AIM20,chr9,40344,+,-147,14.359090909090908,Ypd
32,SNA2,chr4,1469453,+,-297,14.071428571428571,Ypd
33,RBA50,chr4,1469453,+,-810,14.071428571428571,Ypd
34,YDR524C-B,chr4,1469453,-,-427,14.071428571428571,Ypd
35,TRA1,chr8,302925,+,-121,12.711864406779661,Ypd
36,SFB3,chr8,302925,-,-536,12.711864406779661,Ypd
37,PRY1,chr10,274531,-,-325,12.814977973568281,Ypd
38,CLN3,chr1,57729,-,-624,9.984802431610943,Ypd
39,SRL1,chr15,791447,+,-327,12.536363636363637,Ypd
40,ENV9,chr15,791447,-,-263,12.536363636363637,Ypd
41,MCM5,chr12,650979,+,-127,11.963470319634704,Ypd
42,MFA2,chr14,342061,+,-196,12.08095238095238,Ypd
43,CLN3,chr1,57677,-,-572,8.621212121212121,Ypd
44,MCM3,chr5,87673,+,-134,7.891117478510028,Ypd
45,SFG1,chr15,898332,+,-686,9.285714285714286,Ypd
46,SPS4,chr15,898332,-,-664,9.285714285714286,Ypd
47,UTR2,chr5,78733,+,-268,8.503401360544219,Ypd
48,ALK1,chr7,472582,+,-142,9.778761061946902,Ypd
49,MSB2,chr7,534322,+,-225,9.55458515283843,Ypd
50,PCK1,chr11,636372,+,-389,9.75609756097561,Ypd
51,CDC20,chr7,307598,+,-150,9.068493150684931,Ypd
52,YKR041W,chr11,525047,+,927,8.113281249999998,Ypd
53,UTH1,chr11,525047,+,-189,8.113281249999998,Ypd
54,GIC2,chr4,1060062,-,-420,9.507692307692308,Ypd
55,RAX2,chr12,279547,-,-120,8.471861471861471,Ypd
56,CBT1,chr11,53009,+,-656,8.672727272727274,Ypd
57,STE6,chr11,53009,-,-170,8.672727272727274,Ypd
58,CLB1,chr7,726510,+,-406,8.527027027027028,Ypd
59,CAR2,chr12,966132,+,-153,8.057851239669422,Ypd
60,DIF1,chr12,966132,-,-213,8.057851239669422,Ypd
61,EKI1,chr4,730497,+,-492,7.543396226415094,Ypd
62,SWI5,chr4,730497,-,-155,7.543396226415094,Ypd
63,SUR7,chr13,164692,+,-154,7.040816326530613,Ypd
64,YML053C,chr13,164692,-,-383,7.040816326530613,Ypd
65,MSA1,chr15,448937,+,-256,7.188612099644128,Ypd
66,YER158C,chr5,485565,-,-527,8.407582938388625,Ypd
67,BUR6,chr5,485565,-,826,8.407582938388625,Ypd
68,PMP1,chr3,171603,-,-377,5.773299748110831,Ypd
69,MSG5,chr14,519391,+,-153,8.166666666666666,Ypd
70,LSM4,chr5,387034,+,-813,8.151658767772512,Ypd
71,SWI4,chr5,387034,-,-134,8.151658767772512,Ypd
72,TSA1,chr13,203844,+,959,7.333333333333334,Ypd
73,YOX1,chr13,203844,+,-258,7.333333333333334,Ypd
74,CPR8,chr14,665633,+,-163,7.504273504273504,Ypd
75,PPN1,chr4,1341710,+,-207,7.455696202531645,Ypd
76,YHP1,chr4,1341710,-,-278,7.455696202531645,Ypd
77,CDC19,chr1,60490,+,-495,6.16822429906542,Ypd
78,CLA4,chr14,58731,+,-119,6.600896860986547,Ypd
79,UFD1,chr7,613225,+,-104,6.98019801980198,Ypd
80,TFC4,chr7,613225,-,-163,6.98019801980198,Ypd
81,BBP1,chr16,75971,+,-455,6.497757847533633,Ypd
82,CLN2,chr16,75971,-,-442,6.497757847533633,Ypd
83,HST3,chr15,377857,+,-123,6.040485829959514,Ypd
84,AHC1,chr15,377857,-,-293,6.040485829959514,Ypd
85,HST4,chr4,821851,+,-91,6.048780487804878,Ypd
86,RVB1,chr4,821851,-,-146,6.048780487804878,Ypd
87,BUD27,chr6,91431,+,-169,6.75,Ypd
88,EPL1,chr6,91431,-,-144,6.75,Ypd
89,HUG1,chr13,153702,+,482,5.853061224489796,Ypd
90,SML1,chr13,153702,+,-147,5.853061224489796,Ypd
91,CMP2,chr13,153702,+,-923,5.853061224489796,Ypd
92,NTE1,chr13,153702,-,-859,5.853061224489796,Ypd
93,CLN1,chr13,639276,+,-575,5.795833333333333,Ypd
94,PIR3,chr11,149861,+,-897,5.804979253112033,Ypd
95,PIR1,chr11,149861,-,-531,5.804979253112033,Ypd
96,YOR342C,chr15,962424,-,-410,6.210526315789474,Ypd
97,EKI1,chr4,730475,+,-514,5.3999999999999995,Ypd
98,SWI5,chr4,730475,-,-133,5.3999999999999995,Ypd
99,SCW10,chr13,857572,-,-334,6.0476190476190474,Ypd
100,CHS2,chr2,301358,+,-149,5.5578512396694215,Ypd
101,SCO1,chr2,301358,-,-212,5.5578512396694215,Ypd
102,RPS24B,chr9,221498,-,-410,5.506072874493928,Ypd
103,MCM6,chr7,139587,-,-117,5.560669456066946,Ypd
104,NCW1,chr13,488567,+,-166,5.265151515151516,Ypd
105,RPL15B,chr13,488567,-,-722,5.265151515151516,Ypd
106,CIS3,chr10,112358,-,-599,4.8431372549019605,Ypd
107,BBP1,chr16,75886,+,-540,5.7318181818181815,Ypd
108,CLN2,chr16,75886,-,-357,5.7318181818181815,Ypd
109,ASH1,chr11,100370,+,-707,5.681614349775785,Ypd
110,MTR2,chr11,100370,-,-575,5.681614349775785,Ypd
111,SCW4,chr7,1076571,-,-275,5.502127659574469,Ypd
112,KIN3,chr1,155114,-,-128,5.181467181467181,Ypd
113,BNS1,chr7,977778,+,-474,5.715686274509804,Ypd
114,SMI1,chr7,977778,-,-335,5.715686274509804,Ypd
115,MFA2,chr14,341997,+,-260,5.447619047619048,Ypd
116,CPR8,chr14,665613,+,-183,5.170305676855896,Ypd
117,MFA1,chr4,1364144,+,-193,4.901185770750988,Ypd
118,CMI8,chr4,1364144,-,829,4.901185770750988,Ypd
119,RCF2,chr14,653586,+,-355,4.958677685950414,Ypd
120,TYE7,chr15,973274,-,-806,5.220095693779904,Ypd
121,CWP2,chr11,265127,+,-402,5.190243902439025,Ypd
122,POG1,chr9,124457,+,-172,4.55078125,Ypd
123,HSP12,chr6,107457,+,-519,5.197916666666667,Ypd
124,MDJ1,chr6,107457,-,-409,5.197916666666667,Ypd
125,SNL1,chr9,310413,+,662,4.5836734693877546,Ypd
126,BAR1,chr9,310413,+,-219,4.5836734693877546,Ypd
127,STE2,chr6,82994,+,-184,3.750700280112045,Ypd
128,GYP8,chr6,82994,-,-462,3.750700280112045,Ypd
129,SPI1,chr5,462319,+,-272,4.739336492890995,Ypd
130,PEA2,chr5,462319,-,-516,4.739336492890995,Ypd
131,IQG1,chr16,104020,-,-143,3.950877192982456,Ypd
132,GPT2,chr11,573218,+,-521,4.629268292682927,Ypd
133,CCP1,chr11,573218,-,-91,4.629268292682927,Ypd
134,YER137C,chr5,442342,-,-318,4.549763033175355,Ypd
135,ATG42,chr2,503257,+,-151,4.659685863874345,Ypd
136,YBR138C,chr2,503257,-,-77,4.659685863874345,Ypd
137,YML119W,chr13,24996,+,-102,4.121848739495798,Ypd
138,NDI1,chr13,24996,-,-555,4.121848739495798,Ypd
139,KCC4,chr3,78527,+,-149,4.411764705882353,Ypd
140,DBF2,chr7,691474,+,-168,4.366336633663367,Ypd
141,RPA34,chr10,128245,+,-885,4.279620853080568,Ypd
142,HOP2,chr7,455011,+,925,3.9872881355932197,Ypd
143,AGA2,chr7,455011,-,-228,3.9872881355932197,Ypd
144,RDT1,chr3,30230,+,-266,3.9704641350210967,Ypd
145,SPB1,chr3,30230,+,-823,3.9704641350210967,Ypd
146,GFD1,chr13,754364,+,-519,4.214634146341464,Ypd
147,YMR253C,chr13,754364,-,-183,4.214634146341464,Ypd
148,PIL1,chr7,674582,-,-344,4.252475247524753,Ypd
149,HLR1,chr4,1473262,+,-181,3.9952380952380957,Ypd
150,CLA4,chr14,58690,+,-160,3.873303167420814,Ypd
151,SED1,chr4,586363,+,-615,4.071794871794872,Ypd
152,HOR7,chr13,751430,+,-221,3.9951219512195126,Ypd
153,RHB1,chr3,176351,-,-169,3.7288135593220337,Ypd
154,PMA1,chr7,501247,-,-464,2.767241379310345,Ypd
155,FKS1,chr12,769001,+,-279,3.390681003584229,Ypd
156,CDC42,chr12,565154,-,-344,3.8207547169811322,Ypd
157,FAR1,chr10,115345,-,-204,3.6936936936936937,Ypd
158,PIS1,chr16,760216,+,-134,3.708920187793427,Ypd
159,MRD1,chr16,760216,-,-127,3.708920187793427,Ypd
160,CBT1,chr11,53316,+,-349,3.624413145539906,Ypd
161,STE6,chr11,53316,-,-477,3.624413145539906,Ypd
162,SNQ2,chr4,464910,+,-334,3.4057377049180326,Ypd
163,MIX17,chr13,254411,+,-493,3.48,Ypd
164,CDC5,chr13,254411,-,-163,3.48,Ypd
165,GIN4,chr4,1445236,-,-142,3.482300884955752,Ypd
166,FCF1,chr4,1130286,-,-339,3.5159817351598175,Ypd
167,PPN1,chr4,1341646,+,-271,3.3375,Ypd
168,YHP1,chr4,1341646,-,-214,3.3375,Ypd
169,SNF6,chr8,51415,+,-274,3.5693069306930694,Ypd
170,YHL026C,chr8,51415,-,-288,3.5693069306930694,Ypd
171,ECM13,chr2,136363,+,-472,3.6596858638743455,Ypd
172,COR1,chr2,136363,-,-377,3.6596858638743455,Ypd
173,MCM3,chr5,87566,+,-241,2.764872521246459,Ypd
174,CTR2,chr8,453175,+,-100,3.286432160804021,Ypd
175,HAA1,chr16,580603,+,-289,3.2588832487309647,Ypd
176,BUD31,chr3,242091,+,628,3.027027027027027,Ypd
177,HCM1,chr3,242091,+,-313,3.027027027027027,Ypd
178,OPT2,chr16,929925,-,-831,3.1472081218274113,Ypd
179,ARG3,chr10,251918,+,-123,3.0095238095238095,Ypd
180,YGR079W,chr7,664115,+,-203,2.995049504950495,Ypd
181,PAC10,chr7,664115,-,-183,2.995049504950495,Ypd
182,YGL039W,chr7,441112,+,-645,2.930693069306931,Ypd
183,SAC7,chr4,1231207,+,-191,2.9547738693467336,Ypd
184,CRH1,chr7,904968,-,-416,2.624521072796935,Ypd
185,OCA2,chr14,506622,+,-302,2.736607142857143,Ypd
186,YNL058C,chr14,506622,-,-124,2.736607142857143,Ypd
187,COG2,chr7,754756,-,-414,2.871287128712871,Ypd
188,AAR2,chr2,88551,-,-206,2.9162303664921465,Ypd
189,NCE102,chr16,837363,+,-508,2.8365384615384612,Ypd
190,GPA1,chr8,106047,-,-147,2.8037383177570097,Ypd
191,TIM10,chr8,106047,-,785,2.8037383177570097,Ypd
192,URA10,chr13,785150,-,-630,2.8292682926829267,Ypd
193,BUD31,chr3,241259,+,-204,2.76056338028169,Ypd
194,YKR041W,chr11,523355,+,-765,2.6582278481012658,Ypd
195,CTR2,chr8,452691,+,-584,2.7939698492462313,Ypd
196,VHR1,chr9,237173,+,-858,2.75,Ypd
197,RGI2,chr9,237173,-,-362,2.75,Ypd
198,RPL28,chr7,329802,+,771,2.727722772277228,Ypd
199,YGK1,chr7,329802,+,-459,2.727722772277228,Ypd
200,RPL10,chr12,262449,+,508,2.5761316872427984,Ypd
201,FMP25,chr12,262449,+,-431,2.5761316872427984,Ypd
202,BUD20,chr12,262449,-,-931,2.5761316872427984,Ypd
203,CMC4,chr13,630084,-,219,2.6194690265486726,Ypd
204,DCD1,chr8,389310,-,-185,2.665158371040724,Ypd
205,CLB6,chr7,730625,-,-557,2.6831683168316833,Ypd
206,GIS4,chr13,241957,-,-631,2.6601941747572813,Ypd
207,POG1,chr9,124276,+,-353,2.314189189189189,Ypd
208,WSC4,chr8,45326,+,-264,2.6582914572864325,Ypd
209,OCA5,chr8,45326,-,-427,2.6582914572864325,Ypd
210,ENO2,chr8,452058,+,403,2.6381909547738696,Ypd
211,SES1,chr4,488558,+,-586,2.6205128205128205,Ypd
212,ATG31,chr4,488558,-,-230,2.6205128205128205,Ypd
213,VOA1,chr7,724147,-,-804,2.594059405940594,Ypd
214,LAG2,chr15,268668,+,-177,2.583732057416268,Ypd
215,MDM38,chr15,268668,-,-991,2.583732057416268,Ypd
216,MIM1,chr15,268668,-,-354,2.583732057416268,Ypd
217,TIP1,chr2,362856,-,-436,2.2127659574468086,Ypd
218,KIN3,chr1,155049,-,-63,2.3448275862068964,Ypd
219,PTR3,chr6,212674,+,-213,2.5,Ypd
220,CDC14,chr6,212674,-,-498,2.5,Ypd
221,SKN1,chr7,797888,+,-503,2.5311004784688995,Ypd
222,ASF1,chr10,184177,+,-782,2.4904761904761905,Ypd
223,NCA3,chr10,184177,-,-349,2.4904761904761905,Ypd
224,CAF40,chr14,79454,+,-846,2.216393442622951,Ypd
225,CPA1,chr15,876684,+,-304,2.519047619047619,Ypd
226,YER034W,chr5,222531,+,-169,2.4881516587677726,Ypd
227,EDC2,chr5,222531,+,-900,2.4881516587677726,Ypd
228,MRPS35,chr7,855074,+,-281,2.457547169811321,Ypd
229,CBP4,chr7,871973,-,696,2.48019801980198,Ypd
230,ERP2,chr1,128416,-,-785,2.512562814070352,Ypd
231,GLC7,chr5,431833,+,-780,2.4644549763033172,Ypd
232,SSM4,chr9,288542,-,-167,2.5,Ypd
233,YDR262W,chr4,972230,+,-296,2.4871794871794872,Ypd
234,TIF4631,chr7,849747,+,-569,2.4752475247524752,Ypd
235,FDO1,chr13,530611,+,-82,2.2548262548262548,Ypd
236,YML053C,chr13,163361,-,948,2.260536398467433,Ypd
237,RPS9A,chr16,413493,+,433,2.177121771217712,Ypd
238,MID2,chr12,749452,+,-393,2.3215859030837005,Ypd
239,RAD7,chr10,521790,+,-92,2.3523809523809525,Ypd
240,OCA2,chr14,506692,+,-232,2.3364055299539173,Ypd
241,YNL058C,chr14,506692,-,-194,2.3364055299539173,Ypd
242,RPL7B,chr16,182277,+,438,2.412060301507538,Ypd
243,YPL199C,chr16,182277,-,-786,2.412060301507538,Ypd
244,NMA1,chr12,743938,+,-304,2.3443396226415096,Ypd
245,TMA10,chr12,743938,-,-924,2.3443396226415096,Ypd
246,ENO2,chr8,451833,+,178,2.3869346733668344,Ypd
247,SEC28,chr9,204924,+,-490,2.3150684931506853,Ypd
248,RCI37,chr9,204924,-,-185,2.3150684931506853,Ypd
249,MNT3,chr9,320069,+,-101,2.4,Ypd
250,YIL014C-A,chr9,320069,-,-223,2.4,Ypd
251,HTA1,chr4,895349,+,303,2.286363636363636,Ypd
252,ADK1,chr4,895349,+,-668,2.286363636363636,Ypd
253,UTP22,chr7,685345,+,-243,2.336633663366337,Ypd
254,GPH1,chr16,862483,+,-827,2.3654822335025383,Ypd
255,UBX6,chr10,332377,-,-460,2.3190476190476192,Ypd
256,YJL047C-A,chr10,332377,-,271,2.3190476190476192,Ypd
257,PRE7,chr2,140924,+,-548,2.229437229437229,Ypd
258,FUI1,chr2,140924,-,-348,2.229437229437229,Ypd
259,VPS36,chr12,907946,+,-472,2.2877358490566038,Ypd
260,PUN1,chr12,907946,-,-185,2.2877358490566038,Ypd
261,RPL7A,chr7,384327,-,-347,2.2158590308370045,Ypd
262,UBA2,chr4,1236477,-,-218,2.3333333333333335,Ypd
263,YDR391C,chr4,1236477,-,973,2.3333333333333335,Ypd
264,TPI1,chr4,542301,-,429,2.3333333333333335,Ypd
265,RPL9A,chr7,246274,-,486,2.297029702970297,Ypd
266,PSH1,chr15,222329,+,-200,2.2775119617224884,Ypd
267,MFA2,chr14,342591,+,334,2.2857142857142856,Ypd
268,SOK2,chr13,289513,-,-934,2.292682926829268,Ypd
269,ARG80,chr13,335164,+,-104,2.292682926829268,Ypd
270,ARA2,chr13,335164,-,-411,2.292682926829268,Ypd
271,NUP2,chr12,756722,+,-218,2.2036199095022626,Ypd
272,RPS25B,chr12,756722,-,-815,2.2036199095022626,Ypd
273,CLB5,chr16,783875,-,-458,2.288557213930348,Ypd
274,REV1,chr15,975001,+,-931,2.248803827751196,Ypd
275,YNL035C,chr14,559566,-,-102,2.238095238095238,Ypd
276,HO,chr4,48837,-,-890,2.1990521327014214,Ypd
277,EFB1,chr1,131519,+,152,2.261306532663317,Ypd
278,SSA1,chr1,131519,-,-812,2.261306532663317,Ypd
279,PGM1,chr11,209400,+,-440,2.2439024390243905,Ypd
280,AIM29,chr11,585020,+,-94,2.2,Ypd
281,SIS2,chr11,585020,-,-810,2.2,Ypd
282,BUD4,chr10,593935,+,242,2.0992063492063493,Ypd
283,JSN1,chr10,593935,-,-563,2.0992063492063493,Ypd
284,TSR1,chr4,340627,+,-668,2.125,Ypd
285,SYO1,chr4,340627,-,-696,2.125,Ypd
286,RPS29B,chr4,340627,-,308,2.125,Ypd
287,TIM10,chr8,107006,-,-174,2.1551724137931036,Ypd
288,CHS2,chr2,301480,+,-27,2.0934959349593494,Ypd
289,SCO1,chr2,301480,-,-334,2.0934959349593494,Ypd
290,RPS2,chr7,296271,+,651,2.1728971962616823,Ypd
291,YVC1,chr15,487373,+,-161,2.1674641148325358,Ypd
292,TCB1,chr15,487373,-,-502,2.1674641148325358,Ypd
293,MCO6,chr10,170750,-,-205,2.1857142857142855,Ypd
294,RPS3,chr14,292992,+,437,2.1619047619047618,Ypd
295,YKR041W,chr11,523892,+,-228,2.088607594936709,Ypd
296,YKL069W,chr11,314171,+,860,2.165898617511521,Ypd
297,PAU17,chr12,80607,+,984,2.169811320754717,Ypd
298,HYM1,chr11,90702,+,-355,2.1609756097560973,Ypd
299,RPA34,chr10,128594,+,-536,2.101321585903084,Ypd
300,GCN4,chr5,139588,-,839,2.149532710280374,Ypd
301,SGO1,chr15,464380,+,-209,2.1531100478468903,Ypd
302,JJJ2,chr10,104762,-,-327,2.142857142857143,Ypd
303,BOP3,chr14,536856,+,-867,2.1142857142857143,Ypd
304,RPL8A,chr8,32283,-,658,2.1059907834101383,Ypd
305,RNH203,chr12,427706,-,-323,2.1226415094339623,Ypd
306,BCH2,chr11,496987,+,-233,2.1463414634146343,Ypd
307,MYO1,chr8,148103,+,-30,2.1608040201005028,Ypd
308,CAB2,chr9,199480,-,-931,2.105,Ypd
309,RPL25,chr15,80860,+,610,2.030701754385965,Ypd
310,RPS23A,chr7,751188,+,749,2.0126050420168067,Ypd
311,KTI11,chr2,89477,+,-747,2.130890052356021,Ypd
312,RPS8A,chr2,89477,-,305,2.130890052356021,Ypd
313,UBC8,chr5,131990,+,-600,2.042654028436019,Ypd
314,YKU70,chr13,814901,+,-114,2.0682926829268293,Ypd
315,GPM1,chr11,170425,-,419,2.0634146341463415,Ypd
316,ARO8,chr7,134009,+,-447,2.0792079207920793,Ypd
317,GCD6,chr4,864086,+,-225,2.1025641025641026,Ypd
318,THI20,chr15,220418,-,-333,2.0143540669856463,Ypd
319,ZEO1,chr15,110395,+,227,2.009569377990431,Ypd
320,YJL045W,chr10,338602,+,-648,2.019047619047619,Ypd
321,NCE103,chr14,550397,+,922,2.0428571428571427,Ypd
322,RAD50,chr14,164361,+,-941,2.0285714285714285,Ypd
323,NRD1,chr14,164361,-,140,2.0285714285714285,Ypd
324,SUR1,chr16,462081,-,-770,2.055555555555556,Ypd
325,SMF3,chr12,197286,-,-144,2.009433962264151,Ypd
326,TFA2,chr11,564965,+,-543,2.024390243902439,Ypd
327,AMD2,chr4,925938,+,-407,2.051282051282051,Ypd
328,ISU1,chr16,306220,+,413,2.0101522842639596,Ypd
