,Gene,Chr,Pos,Strand,DistanceTSS,Strength,Condition
68,BUD27,chr6,91035,+,-565,12.169720347155256,Ypd
69,EPL1,chr6,91035,-,252,12.169720347155256,Ypd
70,TIM23,chr14,652195,+,-213,12.113106796116506,Ypd
71,ACC1,chr14,652195,-,-595,12.113106796116506,Ypd
72,YGL088W,chr7,363768,+,-139,10.58549002969877,Ypd
73,DOC1,chr7,55726,+,789,12.853168469860897,Ypd
74,CSE1,chr7,55726,+,-147,12.853168469860897,Ypd
75,TKL1,chr16,703358,-,-315,10.852954048140043,Ypd
76,PAR32,chr4,147901,+,-86,12.419106317411403,Ypd
77,DLD1,chr4,147901,-,-448,12.419106317411403,Ypd
78,PPH22,chr4,125163,-,-121,12.083709273182956,Ypd
79,TUB3,chr13,18430,-,-138,5.256570155902004,Ypd
80,DBP10,chr4,393141,+,-693,12.217210990150337,Ypd
81,SLM3,chr4,393141,-,480,12.217210990150337,Ypd
82,NUT1,chr7,235778,+,-105,12.081401339515715,Ypd
83,TEF4,chr11,288735,+,-147,8.245551601423488,Ypd
84,RRP14,chr11,288735,-,-325,8.245551601423488,Ypd
85,GRR1,chr10,589727,-,-99,11.530378486055778,Ypd
86,MRPL51,chr16,738485,+,596,11.573373676248108,Ypd
87,SNT309,chr16,738485,+,-96,11.573373676248108,Ypd
88,TMH18,chr16,738485,-,-822,11.573373676248108,Ypd
89,BUD27,chr6,91463,+,-137,11.054001928640307,Ypd
90,EPL1,chr6,91463,-,-176,11.054001928640307,Ypd
91,SEC4,chr6,130779,+,-151,11.051108968177434,Ypd
92,GLK1,chr3,50062,+,-327,8.190372783206659,Ypd
93,PDI1,chr3,50062,-,-211,8.190372783206659,Ypd
94,SPC24,chr13,473557,-,-104,10.93774319066148,Ypd
95,SHH3,chr13,473557,-,754,10.93774319066148,Ypd
96,RPS29A,chr12,858481,+,926,10.223336371923427,Ypd
97,STE18,chr10,580950,+,-108,12.42305540011192,Ypd
98,TMH11,chr10,580950,-,-452,12.42305540011192,Ypd
99,ERG25,chr7,633448,+,-628,11.4080370942813,Ypd
100,NPC2,chr4,371786,+,949,11.798933333333334,Ypd
101,MRP10,chr4,371786,+,-100,11.798933333333334,Ypd
102,CUB1,chr16,57839,+,-118,10.114573785517875,Ypd
103,MLS1,chr14,395645,+,-484,10.655339805825243,Ypd
104,DCP2,chr14,395645,-,-184,10.655339805825243,Ypd
105,CIS3,chr10,112231,-,-472,9.079023582954076,Ypd
106,PYC2,chr2,656291,-,-328,12.037342119714443,Ypd
107,RPT1,chr11,180400,+,-145,9.89179275561669,Ypd
108,YPT7,chr13,249730,+,-112,10.491245136186771,Ypd
109,FIG2,chr3,279541,+,-815,11.617486338797814,Ypd
110,PRE3,chr10,424837,+,-317,9.594533029612757,Ypd
111,OST1,chr10,424837,-,-102,9.594533029612757,Ypd
112,KGD1,chr9,116559,+,-140,10.1863173216885,Ypd
113,SFK1,chr11,346766,+,-401,10.45862412761715,Ypd
114,ASK1,chr11,346766,-,-181,10.45862412761715,Ypd
115,KRI1,chr14,46170,-,-94,8.950064020486556,Ypd
116,SLM1,chr9,164157,-,-118,10.293713163064835,Ypd
117,NVJ2,chr16,727594,-,-980,10.382101558572147,Ypd
118,GFA1,chr11,252110,-,-211,10.155522535908865,Ypd
119,ISD11,chr5,251068,+,-101,9.769488283118125,Ypd
120,RHO2,chr14,446036,+,-135,9.765533980582525,Ypd
121,RPT5,chr15,544724,+,-121,9.602327837051407,Ypd
122,RPO31,chr15,544724,-,-490,9.602327837051407,Ypd
123,YAP1,chr13,236311,+,-136,9.43974732750243,Ypd
124,ERG6,chr13,236311,-,-526,9.43974732750243,Ypd
125,MYO2,chr15,919686,+,-153,9.413191076624637,Ypd
126,FRT1,chr15,919686,-,-201,9.413191076624637,Ypd
127,MRPL23,chr15,606224,+,-106,9.393792434529583,Ypd
128,SMP3,chr15,606224,-,-434,9.393792434529583,Ypd
129,RPO21,chr4,210999,-,-181,8.697231048570131,Ypd
130,SCM3,chr4,210999,-,789,8.697231048570131,Ypd
131,UFE1,chr15,467975,+,-91,9.167313288069835,Ypd
132,CDC21,chr15,467975,-,-466,9.167313288069835,Ypd
133,UBC8,chr5,132447,+,-143,8.99091343854615,Ypd
134,DSC3,chr15,754005,+,-98,7.783783783783784,Ypd
135,TOP1,chr15,315506,-,-121,8.059431524547804,Ypd
136,RPB11,chr15,315506,-,544,8.059431524547804,Ypd
137,TOA2,chr11,336048,+,-112,6.720662347012238,Ypd
138,MPE1,chr11,336048,-,-511,6.720662347012238,Ypd
139,COX14,chr13,9449,-,-104,9.026750972762647,Ypd
140,MMS1,chr16,872600,+,-152,9.352496217851739,Ypd
141,AQR1,chr14,493030,+,-319,8.936893203883495,Ypd
142,BCD1,chr8,184313,+,-104,9.945652173913043,Ypd
143,MSC7,chr8,184313,-,-989,9.945652173913043,Ypd
144,VMA10,chr8,184313,-,-108,9.945652173913043,Ypd
145,PRE4,chr6,252026,-,-105,6.63395129043984,Ypd
146,LSM5,chr5,456665,+,-135,8.662362505978,Ypd
147,FTR1,chr5,456665,-,-627,8.662362505978,Ypd
148,HAP2,chr7,60050,-,-97,9.286447638603695,Ypd
149,IAI11,chr2,111576,+,592,8.73847646773411,Ypd
150,SHP1,chr2,111576,+,-111,8.73847646773411,Ypd
151,CMC2,chr2,111576,-,-725,8.73847646773411,Ypd
152,ASI3,chr14,608059,-,-94,8.225436179981633,Ypd
153,RPD3,chr14,9613,-,-129,8.689320388349515,Ypd
154,FMT1,chr2,202761,+,-160,8.048561151079136,Ypd
155,RRN6,chr2,202761,-,-99,8.048561151079136,Ypd
156,ADD37,chr13,606291,+,745,7.213709677419355,Ypd
157,RTP1,chr13,606291,+,-134,7.213709677419355,Ypd
158,PKH3,chr4,1374102,+,-94,9.506133333333334,Ypd
159,RMT2,chr4,1374102,-,-277,9.506133333333334,Ypd
160,ENT1,chr4,167442,+,-96,8.861584754262788,Ypd
161,CDC9,chr4,167442,-,-297,8.861584754262788,Ypd
162,COQ8,chr7,302374,+,-125,8.180542563143124,Ypd
163,PRP43,chr7,302374,-,-301,8.180542563143124,Ypd
164,REG1,chr4,501337,-,-332,9.168160253031102,Ypd
165,PCS60,chr2,662332,-,-368,9.443712246018672,Ypd
166,ISC1,chr5,193119,+,-618,7.99091343854615,Ypd
167,AFG3,chr5,193119,-,-359,7.99091343854615,Ypd
168,SPC25,chr5,193119,-,451,7.99091343854615,Ypd
169,UBR1,chr7,892531,-,-122,8.583204533745493,Ypd
170,ECM33,chr2,381646,+,-923,7.575868372943327,Ypd
171,SLM4,chr2,381646,-,310,7.575868372943327,Ypd
172,UBA3,chr16,690212,+,863,8.343923348461926,Ypd
173,ISA2,chr16,690212,+,-102,8.343923348461926,Ypd
174,HOS3,chr16,337566,+,-161,8.340897629853757,Ypd
175,IDI1,chr16,337566,-,-419,8.340897629853757,Ypd
176,PDX3,chr2,296758,-,-113,8.904479222881813,Ypd
177,VMA5,chr11,290832,+,-109,5.845305832147938,Ypd
178,MET1,chr11,576948,+,-535,8.326561706449974,Ypd
179,BET3,chr11,576948,-,-87,8.326561706449974,Ypd
180,NAF1,chr14,382577,+,-980,7.771844660194175,Ypd
181,ESBP6,chr14,382577,-,-364,7.771844660194175,Ypd
182,PDE1,chr7,41553,+,-295,8.238021638330757,Ypd
183,CAC2,chr13,62263,+,-567,7.552281368821292,Ypd
184,NUP188,chr13,62263,-,-122,7.552281368821292,Ypd
185,MIC60,chr11,474812,+,-792,8.059928897917725,Ypd
186,RPB2,chr15,611432,-,-125,7.613967022308439,Ypd
187,TCO89,chr16,213596,+,-115,7.895108421583458,Ypd
188,PET123,chr15,626307,+,-191,7.549951503394762,Ypd
189,PUP1,chr15,626307,-,-130,7.549951503394762,Ypd
190,NUP53,chr13,541731,+,-108,7.558365758754864,Ypd
191,REB1,chr2,326729,-,-126,7.918450560652396,Ypd
192,TDA9,chr13,99036,+,-110,7.055075102412381,Ypd
193,ATP18,chr13,99036,-,-318,7.055075102412381,Ypd
194,ERG5,chr13,285654,-,-353,7.043597980725103,Ypd
195,YEH1,chr12,110000,+,-362,8.052938062466914,Ypd
196,PUF3,chr12,110000,-,-131,8.052938062466914,Ypd
197,RTF1,chr7,47666,+,-100,7.836166924265843,Ypd
198,TUF1,chr15,678077,+,-278,7.366634335596508,Ypd
199,IRC23,chr15,412505,+,-163,7.270983213429257,Ypd
200,DGR2,chr11,219466,+,-785,7.678517013712544,Ypd
201,SRP21,chr11,219466,-,-96,7.678517013712544,Ypd
202,ATG15,chr3,250195,+,-88,8.143550998381004,Ypd
203,SED4,chr3,250195,-,-548,8.143550998381004,Ypd
204,VAC8,chr5,129372,+,-117,7.178383548541368,Ypd
205,VPS71,chr13,184560,-,-206,7.281128404669261,Ypd
206,PMT7,chr4,1054716,+,-509,7.980266666666666,Ypd
207,YDR306C,chr4,1054716,-,-87,7.980266666666666,Ypd
208,TAF2,chr3,218681,-,-120,7.740817382307294,Ypd
209,SNF11,chr4,578449,+,-142,7.968,Ypd
210,IPT1,chr4,578449,-,-751,7.968,Ypd
211,VLD1,chr9,375184,+,-104,6.71783295711061,Ypd
212,RPR2,chr9,375184,+,-958,6.71783295711061,Ypd
213,KRE5,chr15,943933,+,-96,7.190106692531523,Ypd
214,ALA1,chr15,943933,-,-435,7.190106692531523,Ypd
215,WHI4,chr4,56698,-,-111,7.435638566380616,Ypd
216,PDA1,chr5,540551,+,-127,6.958393113342899,Ypd
217,CDC11,chr10,571787,-,-123,8.108561835478456,Ypd
218,PRE9,chr7,784677,+,-115,7.444616177228233,Ypd
219,ARF2,chr4,215573,+,-236,6.264118158123371,Ypd
220,TIM23,chr14,652220,+,-188,6.9893203883495145,Ypd
221,ACC1,chr14,652220,-,-620,6.9893203883495145,Ypd
222,MRP8,chr11,184661,+,-182,7.283392585068562,Ypd
223,YBL036C,chr2,151592,-,-116,7.85667215815486,Ypd
224,NMD3,chr8,443991,+,-147,8.140410958904111,Ypd
225,CYB5,chr14,407427,-,-314,6.920388349514563,Ypd
226,NOP15,chr14,407427,-,879,6.920388349514563,Ypd
227,VMA13,chr16,651803,+,-134,4.642973589827193,Ypd
228,PRY2,chr11,468897,+,-990,7.186389029964449,Ypd
229,YKR011C,chr11,468897,-,-113,7.186389029964449,Ypd
230,CDC6,chr10,57721,+,-361,7.769911504424778,Ypd
231,ELO1,chr10,57721,-,-134,7.769911504424778,Ypd
232,GTS1,chr7,176214,+,-123,7.218444100978877,Ypd
233,GAL11,chr15,228561,+,-145,6.749272550921436,Ypd
234,SPE2,chr15,228561,-,-955,6.749272550921436,Ypd
235,SHS1,chr4,52179,+,-93,6.987348178137652,Ypd
236,GCS1,chr4,52179,-,-102,6.987348178137652,Ypd
237,UPS2,chr12,461096,-,-895,7.300158814187401,Ypd
238,APS1,chr12,461096,-,-100,7.300158814187401,Ypd
239,DPH5,chr12,461096,-,979,7.300158814187401,Ypd
240,SPG4,chr13,454790,+,267,6.683852140077821,Ypd
241,ILV2,chr13,454790,+,-645,6.683852140077821,Ypd
242,CTK2,chr10,407522,-,-117,7.6888640179071075,Ypd
243,CPA1,chr15,876471,+,-517,6.658583899127062,Ypd
244,NCW1,chr13,487965,+,-768,6.44172932330827,Ypd
245,RPL15B,chr13,487965,-,-120,6.44172932330827,Ypd
246,SNC1,chr1,76394,+,-96,7.965116279069767,Ypd
247,GIP4,chr1,76394,-,-90,7.965116279069767,Ypd
248,GTB1,chr4,886798,+,-119,6.461974492205952,Ypd
249,MFB1,chr4,886798,-,-111,6.461974492205952,Ypd
250,ECM13,chr2,136198,+,-637,7.479956068094453,Ypd
251,COR1,chr2,136198,-,-212,7.479956068094453,Ypd
252,YGR054W,chr7,619931,+,-149,6.989696032972695,Ypd
253,MCO32,chr7,619931,-,-465,6.989696032972695,Ypd
254,JHD1,chr5,255077,+,-96,6.48493543758967,Ypd
255,RSM18,chr5,255077,-,-91,6.48493543758967,Ypd
256,PDR16,chr14,206366,-,734,6.505825242718447,Ypd
257,RPN5,chr4,190563,+,-128,7.1466666666666665,Ypd
258,NOP14,chr4,190563,-,-137,7.1466666666666665,Ypd
259,RPL40A,chr9,62603,+,-362,6.2463835744283704,Ypd
260,MLP2,chr9,62603,-,-99,6.2463835744283704,Ypd
261,TOS6,chr14,54872,+,-918,5.290858725761773,Ypd
262,RPL18B,chr14,54872,-,-148,5.290858725761773,Ypd
263,YUH1,chr10,610308,+,-168,6.824498198661863,Ypd
264,YJR098C,chr10,610308,-,-95,6.824498198661863,Ypd
265,PLB3,chr15,304320,+,-860,6.428709990300679,Ypd
266,HTZ1,chr15,304320,-,-372,6.428709990300679,Ypd
267,ADE2,chr15,566232,-,-127,6.40349175557711,Ypd
268,BPH1,chr3,192163,+,-482,5.687934027777778,Ypd
269,RPS14A,chr3,192163,-,-671,5.687934027777778,Ypd
270,CFT2,chr12,356476,+,-492,6.933827421916358,Ypd
271,AVL9,chr12,356476,-,-159,6.933827421916358,Ypd
272,BFR1,chr15,714723,-,-139,6.309408341416101,Ypd
273,UBA3,chr16,690186,+,837,6.552697932425618,Ypd
274,ISA2,chr16,690186,+,-128,6.552697932425618,Ypd
275,RPN12,chr6,253954,+,-513,4.390656736628301,Ypd
276,RET2,chr6,253954,-,-96,4.390656736628301,Ypd
277,LEO1,chr15,554782,-,-277,6.28176527643065,Ypd
278,DPI29,chr14,689267,+,-96,6.269902912621359,Ypd
279,ZRG17,chr14,689267,-,-127,6.269902912621359,Ypd
280,SIN3,chr15,316173,+,-389,5.555651797314854,Ypd
281,TOP1,chr15,316173,-,-788,5.555651797314854,Ypd
282,RPB11,chr15,316173,-,-123,5.555651797314854,Ypd
283,USE1,chr7,334746,+,-632,6.591447707367337,Ypd
284,CDC50,chr3,300550,+,-94,6.54889912954429,Ypd
285,MNP1,chr7,392879,+,-84,6.391695847923962,Ypd
286,RPB9,chr7,392879,-,-104,6.391695847923962,Ypd
287,PRP5,chr2,685397,+,-86,6.245347698334966,Ypd
288,ABD1,chr2,685397,-,-84,6.245347698334966,Ypd
289,MRPL10,chr14,94109,-,-118,6.155339805825243,Ypd
290,RDT1,chr3,30909,+,413,6.927322404371585,Ypd
291,SPB1,chr3,30909,+,-144,6.927322404371585,Ypd
292,ADE13,chr12,803541,+,-124,6.700370566437268,Ypd
293,TOA2,chr11,335619,+,-541,4.786910197869102,Ypd
294,MPE1,chr11,335619,-,-82,4.786910197869102,Ypd
295,PRE1,chr5,179584,+,908,5.981921979067556,Ypd
296,PRP22,chr5,179584,+,-141,5.981921979067556,Ypd
297,CCT7,chr10,190952,+,-145,6.522845275181724,Ypd
298,RSN1,chr13,774973,+,-465,6.099221789883269,Ypd
299,YMR265C,chr13,774973,-,-129,6.099221789883269,Ypd
300,HSC82,chr13,609511,+,-222,4.606105185730049,Ypd
301,ACM1,chr16,47689,+,791,6.291477559253655,Ypd
302,DIM1,chr16,47689,+,-132,6.291477559253655,Ypd
303,ECM19,chr12,862949,+,365,6.593965060878771,Ypd
304,CCW14,chr12,862949,+,-179,6.593965060878771,Ypd
305,STE23,chr12,862949,-,-784,6.593965060878771,Ypd
306,SHR3,chr4,77972,+,-309,6.5978666666666665,Ypd
307,NOP6,chr4,77972,-,-110,6.5978666666666665,Ypd
308,MPC3,chr7,1003217,+,-292,6.370427614631633,Ypd
309,YAP1802,chr7,1003217,-,-228,6.370427614631633,Ypd
310,MPS3,chr10,385929,+,-105,6.529850746268657,Ypd
311,BBC1,chr10,385929,-,-190,6.529850746268657,Ypd
312,ROQ1,chr10,135708,+,632,6.8181309457190835,Ypd
313,TIM17,chr10,135708,+,-113,6.8181309457190835,Ypd
314,NCW1,chr13,487992,+,-741,5.692056074766355,Ypd
315,RPL15B,chr13,487992,-,-147,5.692056074766355,Ypd
316,YNL190W,chr14,271592,+,-484,5.907766990291262,Ypd
317,CSM3,chr13,343723,+,-85,5.914396887159533,Ypd
318,NUP116,chr13,343723,-,-93,5.914396887159533,Ypd
319,CAT2,chr13,180580,+,-666,5.904669260700389,Ypd
320,RRN11,chr13,180580,-,-96,5.904669260700389,Ypd
321,ACT1,chr6,55854,-,-410,4.307884409561185,Ypd
322,YPT1,chr6,55854,-,794,4.307884409561185,Ypd
323,THO1,chr5,282000,+,-159,5.317180616740088,Ypd
324,GPP2,chr5,282000,-,-750,5.317180616740088,Ypd
325,PRM1,chr14,100662,+,-185,5.825242718446602,Ypd
326,ERG24,chr14,100662,-,-254,5.825242718446602,Ypd
327,BRR6,chr7,43141,+,-96,6.178258629572386,Ypd
328,ISA2,chr16,690749,+,435,6.046394351991931,Ypd
329,SPT7,chr2,395109,-,-90,6.57331136738056,Ypd
330,ORM1,chr7,578359,+,-123,6.156620298815044,Ypd
331,ACB1,chr7,578359,-,-379,6.156620298815044,Ypd
332,YBR053C,chr2,330518,-,-97,6.515650741350906,Ypd
333,SPP2,chr15,603674,-,-97,5.741998060135791,Ypd
334,PRE1,chr5,179556,+,880,5.660449545671927,Ypd
335,PRP22,chr5,179556,+,-169,5.660449545671927,Ypd
336,NAS6,chr7,980111,+,-95,6.0932509015971155,Ypd
337,PHB2,chr7,980111,-,-310,6.0932509015971155,Ypd
338,PFY1,chr15,552892,-,-89,5.560283687943262,Ypd
339,SDP1,chr9,145742,+,941,5.609404990403071,Ypd
340,HOS4,chr9,145742,+,-95,5.609404990403071,Ypd
341,RPN2,chr9,209636,-,-106,5.532418362517747,Ypd
342,FRA1,chr12,66094,+,-180,5.314207650273224,Ypd
343,GPI13,chr12,66094,-,-909,5.314207650273224,Ypd
344,QDR2,chr9,126201,+,-299,5.7185658153241645,Ypd
345,UCC1,chr12,545845,+,-296,6.156696664902064,Ypd
346,IFH1,chr12,545845,-,-198,6.156696664902064,Ypd
347,ECM29,chr8,36821,+,-121,5.9507692307692315,Ypd
348,GOS1,chr8,36821,-,-428,5.9507692307692315,Ypd
349,SIP5,chr13,525007,+,-110,5.543239369326326,Ypd
350,MTD1,chr11,595639,+,-636,5.883189436262062,Ypd
351,TRZ1,chr11,595639,-,-139,5.883189436262062,Ypd
352,YCK1,chr8,374934,-,-128,5.879959308240082,Ypd
353,UBP8,chr13,692941,+,-920,5.6177042801556425,Ypd
354,FMP42,chr13,692941,-,-106,5.6177042801556425,Ypd
355,FSH2,chr13,692941,-,773,5.6177042801556425,Ypd
356,SGF73,chr7,395242,+,-115,5.938691396187533,Ypd
357,PTI1,chr7,823725,+,-140,5.917053065430191,Ypd
358,SBH1,chr5,333773,-,-101,5.4471544715447155,Ypd
359,MSS4,chr4,847365,+,-384,6.069333333333334,Ypd
360,UME6,chr4,847365,-,-105,6.069333333333334,Ypd
361,ATH1,chr16,622834,+,-706,5.713565305093293,Ypd
362,CCL1,chr16,622834,-,-87,5.713565305093293,Ypd
363,RHO3,chr9,133754,+,-154,5.515717092337917,Ypd
364,EMC6,chr12,106118,+,-90,5.939650608787718,Ypd
365,DFR1,chr15,775974,+,751,4.287901990811639,Ypd
366,HES1,chr15,775974,+,-307,4.287901990811639,Ypd
367,MET1,chr11,576976,+,-507,5.685627221940071,Ypd
368,BET3,chr11,576976,-,-115,5.685627221940071,Ypd
369,SAC7,chr4,1231188,+,-210,5.9376,Ypd
370,BUD27,chr6,91476,+,-124,5.35390549662488,Ypd
371,EPL1,chr6,91476,-,-189,5.35390549662488,Ypd
372,OKP1,chr7,881317,-,-113,5.7187017001545595,Ypd
373,CSR2,chr16,635294,+,-721,5.573877962682803,Ypd
374,APL4,chr16,635294,-,-133,5.573877962682803,Ypd
375,PCL2,chr4,233923,+,-636,5.888,Ypd
376,MRP13,chr7,671688,-,-92,5.565856129685917,Ypd
377,RPL11B,chr7,671688,-,745,5.565856129685917,Ypd
378,BUR6,chr5,486615,-,-224,5.217599234815878,Ypd
379,FZO1,chr2,577025,-,-122,5.947281713344316,Ypd
380,YGR266W,chr7,1048738,+,-102,5.569294178258629,Ypd
381,MES1,chr7,1048738,-,-620,5.569294178258629,Ypd
382,SMT3,chr4,1448383,+,-121,5.6677333333333335,Ypd
383,SDH7,chr4,1448383,+,-798,5.6677333333333335,Ypd
384,GNP1,chr4,1448383,-,-706,5.6677333333333335,Ypd
385,RSM10,chr4,526044,+,-95,5.610666666666667,Ypd
386,HMO1,chr4,791464,+,-251,5.519618239660658,Ypd
387,ARG82,chr4,791464,-,-158,5.519618239660658,Ypd
388,ELP6,chr13,874618,+,-618,5.055447470817121,Ypd
389,GLC8,chr13,874618,-,-108,5.055447470817121,Ypd
390,YRB2,chr9,233276,-,-821,5.098231827111984,Ypd
391,ARC15,chr9,233276,-,-113,5.098231827111984,Ypd
392,SNP1,chr9,233276,-,965,5.098231827111984,Ypd
393,YET2,chr13,332755,+,-384,4.8639774859287055,Ypd
394,SUB1,chr13,332755,-,-371,4.8639774859287055,Ypd
395,MIC26,chr7,988480,-,-80,5.337454920144256,Ypd
396,SPG1,chr7,988480,-,659,5.337454920144256,Ypd
397,GPI12,chr13,808989,+,-163,5.034046692607004,Ypd
398,CAT8,chr13,808989,-,-746,5.034046692607004,Ypd
399,PHM8,chr5,226359,+,-356,4.892395982783357,Ypd
400,ARB1,chr5,226359,-,-256,4.892395982783357,Ypd
401,NMA2,chr7,529050,+,-308,4.674610449129239,Ypd
402,SEC9,chr7,529050,-,-125,4.674610449129239,Ypd
403,AVT3,chr11,177929,+,-221,5.152869476891823,Ypd
404,SDH1,chr11,177929,-,-262,5.152869476891823,Ypd
405,GCR1,chr16,421263,+,931,5.090771558245083,Ypd
406,RSF2,chr10,658560,-,-781,4.985657764589516,Ypd
407,HST3,chr15,377786,+,-194,4.882638215324928,Ypd
408,AHC1,chr15,377786,-,-222,4.882638215324928,Ypd
409,GAL11,chr15,228077,+,-629,4.870514064015519,Ypd
410,SPE2,chr15,228077,-,-471,4.870514064015519,Ypd
411,MCY1,chr7,530915,+,-95,4.640763145649139,Ypd
412,POL2,chr14,138013,+,-111,4.786407766990291,Ypd
413,YIF1,chr14,138013,-,-107,4.786407766990291,Ypd
414,FAB1,chr6,186272,+,-350,4.748794599807136,Ypd
415,YFR018C,chr6,186272,-,143,4.748794599807136,Ypd
416,YGR079W,chr7,664053,+,-265,4.827925270403147,Ypd
417,PEX8,chr7,664053,-,-1000,4.827925270403147,Ypd
418,PAC10,chr7,664053,-,-121,4.827925270403147,Ypd
419,NUP157,chr5,372904,-,-99,4.6877092300334775,Ypd
420,TPO3,chr16,848711,-,-523,4.9051941502773575,Ypd
421,LCD1,chr4,1426321,+,-705,5.173333333333333,Ypd
422,SEC20,chr4,1426321,-,-100,5.173333333333333,Ypd
423,YIP4,chr7,141992,+,-103,4.951571354971664,Ypd
424,EMP24,chr7,141992,-,-164,4.951571354971664,Ypd
425,LDB18,chr12,25491,+,-111,4.868020304568528,Ypd
426,COF1,chr12,25491,-,-129,4.868020304568528,Ypd
427,NAN1,chr16,318294,+,-198,4.826525466464952,Ypd
428,HHO1,chr16,318294,-,-337,4.826525466464952,Ypd
429,YLR112W,chr12,348844,+,-918,5.029115934356803,Ypd
430,CCW12,chr12,348844,-,311,5.029115934356803,Ypd
431,RAD6,chr7,411731,+,-121,4.868624420401855,Ypd
432,IML1,chr10,678597,+,-909,5.2786793508673755,Ypd
433,MET5,chr10,678597,-,-279,5.2786793508673755,Ypd
434,NFS1,chr3,99636,-,-114,5.0,Ypd
435,BMH2,chr4,633057,+,-133,4.925866666666667,Ypd
